datetime,air_temp_f,wind_mph,precip_1h_in,station,precip_24h_in
2026-09-24 01:25:00+00:00,62.6,10.4,,KRIC,
2026-09-24 01:30:00+00:00,62.6,11.5,,KRIC,
2026-09-24 01:35:00+00:00,62.6,10.4,,KRIC,
2026-09-24 01:40:00+00:00,62.6,10.4,,KRIC,
2026-09-24 01:45:00+00:00,62.6,11.5,,KRIC,
2026-09-24 01:47:00+00:00,62.1,10.3,,KRIC,
2026-09-24 01:50:00+00:00,62.6,9.2,,KRIC,
2026-09-24 01:54:00+00:00,62.1,10.3,,KRIC,
2026-09-24 01:55:00+00:00,62.6,11.5,,KRIC,
2026-09-24 02:00:00+00:00,62.6,11.5,,KRIC,
2026-09-24 02:05:00+00:00,62.6,12.7,,KRIC,
2026-09-24 02:10:00+00:00,62.6,10.4,,KRIC,
2026-09-24 02:15:00+00:00,62.6,10.4,,KRIC,
2026-09-24 02:20:00+00:00,62.6,11.5,,KRIC,
2026-09-24 02:25:00+00:00,62.6,11.5,,KRIC,
2026-09-24 02:30:00+00:00,62.6,10.4,,KRIC,
2026-09-24 02:35:00+00:00,62.6,,,KRIC,
2026-09-24 02:40:00+00:00,62.6,12.7,,KRIC,
2026-09-24 02:45:00+00:00,62.6,9.2,,KRIC,
2026-09-24 02:50:00+00:00,62.6,11.5,,KRIC,
2026-09-24 02:54:00+00:00,62.1,12.8,,KRIC,
2026-09-24 02:55:00+00:00,62.6,,,KRIC,
2026-09-24 03:00:00+00:00,62.6,11.5,,KRIC,
2026-09-24 03:05:00+00:00,62.6,11.5,,KRIC,
2026-09-24 03:10:00+00:00,62.6,11.5,,KRIC,
2026-09-24 03:15:00+00:00,62.6,12.7,,KRIC,
2026-09-24 03:20:00+00:00,62.6,11.5,,KRIC,
2026-09-24 03:25:00+00:00,62.6,11.5,,KRIC,
2026-09-24 03:30:00+00:00,62.6,11.5,,KRIC,
2026-09-24 03:35:00+00:00,62.6,12.7,,KRIC,
2026-09-24 03:40:00+00:00,62.6,12.7,,KRIC,
2026-09-24 03:45:00+00:00,62.6,,,KRIC,
2026-09-24 03:50:00+00:00,62.6,10.4,,KRIC,
2026-09-24 03:54:00+00:00,62.1,11.4,,KRIC,
2026-09-24 03:55:00+00:00,62.6,11.5,,KRIC,
2026-09-24 04:00:00+00:00,62.6,10.4,,KRIC,
2026-09-24 04:05:00+00:00,60.8,10.4,,KRIC,
2026-09-24 04:10:00+00:00,60.8,11.5,,KRIC,
2026-09-24 04:15:00+00:00,62.6,9.2,,KRIC,
2026-09-24 04:20:00+00:00,62.6,11.5,,KRIC,
2026-09-24 04:25:00+00:00,62.6,10.4,,KRIC,
2026-09-24 04:30:00+00:00,60.8,9.2,,KRIC,
2026-09-24 04:35:00+00:00,60.8,8.1,,KRIC,
2026-09-24 04:40:00+00:00,60.8,11.5,,KRIC,
2026-09-24 04:45:00+00:00,60.8,11.5,,KRIC,
2026-09-24 04:50:00+00:00,60.8,12.7,,KRIC,
2026-09-24 04:54:00+00:00,61.0,13.9,,KRIC,
2026-09-24 04:55:00+00:00,60.8,12.7,,KRIC,
2026-09-24 05:00:00+00:00,60.8,11.5,,KRIC,
2026-09-24 05:05:00+00:00,60.8,11.5,,KRIC,
2026-09-24 05:10:00+00:00,60.8,12.7,,KRIC,
2026-09-24 05:15:00+00:00,60.8,,,KRIC,
2026-09-24 05:20:00+00:00,60.8,11.5,,KRIC,
2026-09-24 05:25:00+00:00,60.8,,,KRIC,
2026-09-24 05:30:00+00:00,60.8,12.7,,KRIC,
2026-09-24 05:35:00+00:00,60.8,10.4,,KRIC,
2026-09-24 05:40:00+00:00,60.8,12.7,,KRIC,
2026-09-24 05:45:00+00:00,60.8,11.5,,KRIC,
2026-09-24 05:50:00+00:00,60.8,11.5,,KRIC,
2026-09-24 05:54:00+00:00,61.0,12.8,,KRIC,
2026-09-24 05:55:00+00:00,60.8,13.8,,KRIC,
2026-09-24 06:00:00+00:00,60.8,11.5,,KRIC,
2026-09-24 06:05:00+00:00,60.8,13.8,,KRIC,
2026-09-24 06:10:00+00:00,60.8,12.7,,KRIC,
2026-09-24 06:15:00+00:00,60.8,13.8,,KRIC,
2026-09-24 06:20:00+00:00,60.8,12.7,,KRIC,
2026-09-24 06:25:00+00:00,60.8,11.5,,KRIC,
2026-09-24 06:30:00+00:00,60.8,12.7,,KRIC,
2026-09-24 06:35:00+00:00,60.8,11.5,,KRIC,
2026-09-24 06:40:00+00:00,60.8,12.7,,KRIC,
2026-09-24 06:45:00+00:00,60.8,,,KRIC,
2026-09-24 06:50:00+00:00,60.8,12.7,,KRIC,
2026-09-24 06:54:00+00:00,60.1,13.9,,KRIC,
2026-09-24 06:55:00+00:00,60.8,,,KRIC,
2026-09-24 07:00:00+00:00,60.8,,,KRIC,
2026-09-24 07:05:00+00:00,60.8,,,KRIC,
2026-09-24 07:10:00+00:00,60.8,,,KRIC,
2026-09-24 07:15:00+00:00,60.8,,,KRIC,
2026-09-24 07:20:00+00:00,60.8,,,KRIC,
2026-09-24 07:25:00+00:00,60.8,,,KRIC,
2026-09-24 07:27:00+00:00,60.1,,,KRIC,
2026-09-24 07:30:00+00:00,60.8,,,KRIC,
2026-09-24 07:35:00+00:00,60.8,,,KRIC,
2026-09-24 07:40:00+00:00,60.8,11.5,,KRIC,
2026-09-24 07:45:00+00:00,60.8,12.7,,KRIC,
2026-09-24 07:50:00+00:00,60.8,10.4,,KRIC,
2026-09-24 07:54:00+00:00,60.1,,,KRIC,
2026-09-24 07:55:00+00:00,60.8,,,KRIC,
2026-09-24 08:00:00+00:00,60.8,,,KRIC,
2026-09-24 08:05:00+00:00,60.8,11.5,,KRIC,
2026-09-24 08:10:00+00:00,60.8,,,KRIC,
2026-09-24 08:15:00+00:00,60.8,12.7,,KRIC,
2026-09-24 08:20:00+00:00,60.8,13.8,,KRIC,
2026-09-24 08:25:00+00:00,60.8,,,KRIC,
2026-09-24 08:30:00+00:00,60.8,11.5,,KRIC,
2026-09-24 08:35:00+00:00,60.8,12.7,,KRIC,
2026-09-24 08:40:00+00:00,60.8,12.7,,KRIC,
2026-09-24 08:45:00+00:00,60.8,11.5,,KRIC,
2026-09-24 08:50:00+00:00,59.0,11.5,,KRIC,
2026-09-24 08:54:00+00:00,59.0,11.4,,KRIC,
2026-09-24 08:55:00+00:00,59.0,12.7,,KRIC,
2026-09-24 09:00:00+00:00,59.0,13.8,,KRIC,
2026-09-24 09:05:00+00:00,59.0,12.7,,KRIC,
2026-09-24 09:10:00+00:00,59.0,13.8,,KRIC,
2026-09-24 09:15:00+00:00,59.0,12.8,,KRIC,
2026-09-24 09:20:00+00:00,57.2,13.8,,KRIC,
2026-09-24 09:25:00+00:00,57.2,9.2,,KRIC,
2026-09-24 09:30:00+00:00,57.2,12.7,,KRIC,
2026-09-24 09:35:00+00:00,57.2,12.7,,KRIC,
2026-09-24 09:40:00+00:00,57.2,11.5,,KRIC,
2026-09-24 09:45:00+00:00,57.2,13.8,,KRIC,
2026-09-24 09:50:00+00:00,57.2,13.8,,KRIC,
2026-09-24 09:54:00+00:00,57.9,11.4,,KRIC,
2026-09-24 09:55:00+00:00,57.2,11.5,,KRIC,
2026-09-24 10:00:00+00:00,57.2,11.5,,KRIC,
2026-09-24 10:05:00+00:00,57.2,11.5,,KRIC,
2026-09-24 10:10:00+00:00,57.2,11.5,,KRIC,
2026-09-24 10:15:00+00:00,57.2,10.4,,KRIC,
2026-09-24 10:20:00+00:00,57.9,12.8,,KRIC,
2026-09-24 10:25:00+00:00,57.2,11.5,,KRIC,
2026-09-24 10:30:00+00:00,57.2,11.5,,KRIC,
2026-09-24 10:35:00+00:00,57.2,12.7,,KRIC,
2026-09-24 10:40:00+00:00,57.2,10.4,,KRIC,
2026-09-24 10:45:00+00:00,57.2,12.7,,KRIC,
2026-09-24 10:50:00+00:00,57.2,12.7,,KRIC,
2026-09-24 10:54:00+00:00,57.9,10.3,,KRIC,
2026-09-24 10:55:00+00:00,57.2,11.5,,KRIC,
2026-09-24 11:00:00+00:00,57.2,12.7,,KRIC,
2026-09-24 11:05:00+00:00,59.0,11.5,,KRIC,
2026-09-24 11:10:00+00:00,57.2,10.4,,KRIC,
2026-09-24 11:15:00+00:00,57.2,12.7,,KRIC,
2026-09-24 11:20:00+00:00,57.2,11.5,,KRIC,
2026-09-24 11:25:00+00:00,59.0,13.8,,KRIC,
2026-09-24 11:30:00+00:00,59.0,,,KRIC,
2026-09-24 11:35:00+00:00,59.0,12.7,,KRIC,
2026-09-24 11:40:00+00:00,59.0,11.5,,KRIC,
2026-09-24 11:45:00+00:00,59.0,12.7,,KRIC,
2026-09-24 11:50:00+00:00,59.0,12.7,,KRIC,
2026-09-24 11:54:00+00:00,59.0,10.3,,KRIC,
2026-09-24 11:55:00+00:00,59.0,10.4,,KRIC,
2026-09-24 12:00:00+00:00,59.0,15.0,,KRIC,
2026-09-24 12:05:00+00:00,59.0,13.8,,KRIC,
2026-09-24 12:10:00+00:00,59.0,12.7,,KRIC,
2026-09-24 12:15:00+00:00,59.0,13.8,,KRIC,
2026-09-24 12:20:00+00:00,59.0,,,KRIC,
2026-09-24 12:25:00+00:00,59.0,,,KRIC,
2026-09-24 12:30:00+00:00,59.0,,,KRIC,
2026-09-24 12:35:00+00:00,60.8,12.7,,KRIC,
2026-09-24 12:40:00+00:00,60.8,,,KRIC,
2026-09-24 12:45:00+00:00,60.8,,,KRIC,
2026-09-24 12:50:00+00:00,60.8,,,KRIC,
2026-09-24 12:54:00+00:00,60.1,,,KRIC,
2026-09-24 12:55:00+00:00,60.8,,,KRIC,
2026-09-24 13:00:00+00:00,60.8,,,KRIC,
2026-09-24 13:05:00+00:00,60.8,12.7,,KRIC,
2026-09-24 13:10:00+00:00,60.8,,,KRIC,
2026-09-24 13:15:00+00:00,60.8,11.5,,KRIC,
2026-09-24 13:20:00+00:00,60.8,,,KRIC,
2026-09-24 13:25:00+00:00,60.8,13.8,,KRIC,
2026-09-24 13:30:00+00:00,60.8,13.8,,KRIC,
2026-09-24 13:35:00+00:00,60.8,12.7,,KRIC,
2026-09-24 13:40:00+00:00,60.8,12.7,,KRIC,
2026-09-24 13:45:00+00:00,60.8,13.8,,KRIC,
2026-09-24 13:50:00+00:00,60.8,,,KRIC,
2026-09-24 13:54:00+00:00,61.0,11.4,,KRIC,
2026-09-24 13:55:00+00:00,60.8,11.5,,KRIC,
2026-09-24 14:00:00+00:00,60.8,13.8,,KRIC,
2026-09-24 14:05:00+00:00,60.8,12.7,,KRIC,
2026-09-24 14:10:00+00:00,60.8,13.8,,KRIC,
2026-09-24 14:15:00+00:00,60.8,15.0,,KRIC,
